[2025-11-15T10:34:11.069Z] [ERROR] API Error fetching navigation data: | meta: {"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}
[2025-11-15T10:34:11.075Z] [ERROR] Error fetching top selling: | meta: {"error":{"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}}
[2025-11-15T10:34:30.054Z] [ERROR] API Error fetching navigation data: | meta: {"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}
[2025-11-15T10:34:30.067Z] [ERROR] Error fetching top selling: | meta: {"error":{"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}}
[2025-11-15T10:35:25.029Z] [ERROR] API Error fetching products page data: | meta: {"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}
[2025-11-15T10:35:25.549Z] [ERROR] API Error fetching products page data: | meta: {"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}
[2025-11-15T10:37:39.481Z] [ERROR] Error fetching top selling: | meta: {"error":{"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}}
[2025-11-15T10:37:39.980Z] [ERROR] Error fetching top selling: | meta: {"error":{"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}}
[2025-11-15T13:20:05.702Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T13:21:35.199Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T13:23:07.398Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T13:23:18.867Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T13:30:08.524Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T13:30:08.580Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T13:30:37.866Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T13:30:51.132Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T13:30:52.664Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T13:33:46.721Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T13:34:05.256Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T13:34:10.475Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-16T04:28:37.045Z] [ERROR] API GET Error: | meta: "Client has encountered a connection error and is not queryable"
[2025-11-16T04:28:37.047Z] [ERROR] API GET Error: | meta: "Client has encountered a connection error and is not queryable"
